,season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,kill_participation,kill_share,gold_share
172,4,Main,Ahq_eSports_Club,GarnetDevil,7,3,4,42.9,2.57,4.14,6.14,2.1,256.57,7.21,12.2,342.0,57.0,16.8,22.3
173,4,Main,Ahq_eSports_Club,GreenTea,7,3,4,42.9,1.43,4.43,7.71,2.06,29.0,0.82,7.8,219.0,59.8,9.3,14.2
174,4,Main,Ahq_eSports_Club,NAZ,7,3,4,42.9,2.71,2.86,5.0,2.7,96.29,2.71,9.1,257.0,50.5,17.8,16.7
175,4,Main,Ahq_eSports_Club,Prydz,7,3,4,42.9,3.14,5.0,6.0,1.83,226.14,6.36,11.5,323.0,59.8,20.6,21.0
176,4,Main,Ahq_eSports_Club,westdoor,7,3,4,42.9,5.43,3.57,5.14,2.96,304.29,8.55,14.1,397.0,69.2,35.5,25.8
177,4,Main,Alliance,Froggen,6,3,3,50.0,4.0,1.67,4.5,5.1,346.5,8.9,15.2,390.0,66.2,31.2,24.4
178,4,Main,Alliance,Nyph,6,3,3,50.0,0.67,2.17,7.17,3.62,30.0,0.77,9.1,232.0,61.0,5.2,14.5
179,4,Main,Alliance,Shook,6,3,3,50.0,3.0,2.17,5.5,3.92,124.67,3.2,10.7,275.0,66.2,23.4,17.2
180,4,Main,Alliance,Tabzz,6,3,3,50.0,3.5,1.5,4.33,5.22,304.83,7.83,14.1,362.0,61.0,27.3,22.6
181,4,Main,Alliance,Wickd,6,3,3,50.0,1.67,1.5,6.33,5.33,286.0,7.34,13.3,342.0,62.3,13.0,21.4
182,4,Main,Cloud9,Balls,11,5,6,45.5,2.18,3.64,5.55,2.13,226.55,6.17,11.9,324.0,59.9,16.9,20.1
183,4,Main,Cloud9,Hai,11,5,6,45.5,3.55,5.0,4.91,1.69,268.36,7.31,13.1,356.0,65.5,27.5,22.0
184,4,Main,Cloud9,LemonNation,11,5,6,45.5,0.27,2.73,9.0,3.4,27.27,0.74,9.5,258.0,71.8,2.1,16.0
185,4,Main,Cloud9,Meteos,11,5,6,45.5,2.45,2.27,4.55,3.08,132.36,3.61,10.9,296.0,54.2,19.0,18.3
186,4,Main,Cloud9,Sneaky,11,5,6,45.5,4.45,2.27,4.55,3.96,281.64,7.67,14.0,380.0,69.7,34.5,23.5
187,4,Main,Dark_Passage,Crystal,6,0,6,0.0,0.33,4.67,1.17,0.32,95.33,3.18,6.6,219.0,45.0,10.0,17.2
188,4,Main,Dark_Passage,fabFabulous,6,0,6,0.0,0.5,4.0,1.33,0.46,187.0,6.24,8.0,268.0,55.0,15.0,21.0
189,4,Main,Dark_Passage,HolyPhoenix,6,0,6,0.0,2.17,3.33,0.67,0.85,228.67,7.63,9.7,322.0,85.0,65.0,25.2
190,4,Main,Dark_Passage,Naru,6,0,6,0.0,0.17,4.0,1.0,0.29,231.0,7.71,8.7,289.0,35.0,5.0,22.6
191,4,Main,Dark_Passage,Touch,6,0,6,0.0,0.17,4.67,2.17,0.5,20.67,0.69,5.4,180.0,70.0,5.0,14.1
192,4,Main,EDward_Gaming,Clearlove,12,6,6,50.0,3.08,2.83,7.25,3.65,124.08,3.43,11.1,307.0,63.6,19.0,18.3
193,4,Main,EDward_Gaming,Fzzf,12,6,6,50.0,0.75,3.08,9.5,3.32,29.58,0.82,8.8,243.0,63.1,4.6,14.5
194,4,Main,EDward_Gaming,Koro1,12,6,6,50.0,3.67,3.08,6.92,3.43,241.92,6.68,12.9,355.0,65.1,22.6,21.2
195,4,Main,EDward_Gaming,NaMei,12,6,6,50.0,3.83,2.83,6.83,3.76,285.67,7.89,14.1,390.0,65.6,23.6,23.3
196,4,Main,EDward_Gaming,U,12,6,6,50.0,4.92,2.25,5.75,4.74,282.67,7.81,13.8,381.0,65.6,30.3,22.8
197,4,Main,Fnatic,Cyanide,6,2,4,33.3,1.17,3.0,6.67,2.61,107.67,2.41,11.0,247.0,61.0,9.1,16.0
198,4,Main,Fnatic,Rekkles,6,2,4,33.3,6.83,1.67,2.5,5.6,417.0,9.32,18.5,413.0,72.7,53.2,26.9
199,4,Main,Fnatic,sOAZ,6,2,4,33.3,1.33,3.33,6.5,2.35,226.17,5.06,13.0,290.0,61.0,10.4,18.9
200,4,Main,Fnatic,xPeke,6,2,4,33.3,3.5,3.33,4.67,2.45,357.0,7.98,16.1,360.0,63.6,27.3,23.4
201,4,Main,Fnatic,YellOwStar,6,2,4,33.3,0.0,2.5,8.17,3.27,30.5,0.68,10.2,228.0,63.6,0.0,14.8
202,4,Main,KaBuM_21-_Esports,Danagorn,6,1,5,16.7,1.17,3.33,2.67,1.15,84.67,2.46,7.9,229.0,63.9,19.4,16.5
203,4,Main,KaBuM_21-_Esports,dans,6,1,5,16.7,0.0,2.0,4.17,2.08,24.0,0.7,7.0,202.0,69.4,0.0,14.6
204,4,Main,KaBuM_21-_Esports,LEP,6,1,5,16.7,0.67,3.5,2.33,0.86,212.33,6.17,9.6,279.0,50.0,11.1,20.1
205,4,Main,KaBuM_21-_Esports,Minerva,6,1,5,16.7,1.83,2.33,2.17,1.71,282.83,8.22,11.7,339.0,66.7,30.6,24.3
206,4,Main,KaBuM_21-_Esports,TinOwns,6,1,5,16.7,2.33,2.0,1.83,2.08,301.5,8.76,11.7,340.0,69.4,38.9,24.4
207,4,Main,LMQ,ackerman,6,2,4,33.3,2.17,5.17,5.5,1.48,176.67,4.76,10.3,278.0,67.6,19.1,18.9
208,4,Main,LMQ,Mor,6,2,4,33.3,0.5,4.33,9.17,2.23,29.33,0.79,8.3,223.0,85.3,4.4,15.2
209,4,Main,LMQ,NoName,6,2,4,33.3,1.5,3.67,7.83,2.55,118.0,3.18,10.1,271.0,82.4,13.2,18.4
210,4,Main,LMQ,Vasilii,6,2,4,33.3,3.17,2.5,5.83,3.6,245.5,6.61,12.4,333.0,79.4,27.9,22.6
211,4,Main,LMQ,XiaoWeiXiao,6,2,4,33.3,4.0,3.17,4.17,2.58,317.33,8.54,13.6,367.0,72.1,35.3,24.9
212,4,Main,NaJin_White_Shield,Ggoong,10,5,5,50.0,3.5,2.2,4.7,3.73,339.0,8.43,15.2,377.0,70.1,29.9,23.4
213,4,Main,NaJin_White_Shield,GorillA,10,5,5,50.0,0.4,3.0,8.6,3.0,28.1,0.7,9.8,243.0,76.9,3.4,15.1
214,4,Main,NaJin_White_Shield,Save,10,5,5,50.0,2.8,3.3,4.0,2.06,282.6,7.03,13.9,344.0,58.1,23.9,21.4
215,4,Main,NaJin_White_Shield,Watch,10,5,5,50.0,2.0,2.3,4.7,2.91,133.3,3.31,11.3,281.0,57.3,17.1,17.4
216,4,Main,NaJin_White_Shield,Zefa,10,5,5,50.0,3.0,1.8,3.9,3.83,311.7,7.75,14.7,365.0,59.0,25.6,22.6
217,4,Main,Oh_My_God,cool,14,8,6,57.1,3.79,3.14,6.64,3.32,314.29,7.82,15.3,380.0,64.9,23.6,22.9
218,4,Main,Oh_My_God,Gogoing,14,8,6,57.1,3.5,2.57,7.0,4.08,257.79,6.41,13.8,342.0,65.3,21.8,20.6
219,4,Main,Oh_My_God,Loveling,14,8,6,57.1,3.79,2.43,6.43,4.21,124.79,3.1,12.1,301.0,63.6,23.6,18.1
220,4,Main,Oh_My_God,san,14,8,6,57.1,4.36,1.93,6.5,5.63,338.21,8.41,15.8,394.0,67.6,27.1,23.7
221,4,Main,Oh_My_God,Cloud,8,5,3,62.5,0.75,3.13,12.63,4.28,27.5,0.69,10.5,262.0,70.9,4.0,15.3
222,4,Main,Oh_My_God,DaDa777,6,3,3,50.0,0.5,3.67,6.67,1.95,24.83,0.61,9.1,225.0,58.1,4.1,14.1
223,4,Main,Samsung_Blue,Acorn,13,8,5,61.5,1.69,3.08,8.31,3.25,194.85,5.69,11.0,323.0,60.2,10.2,19.2
224,4,Main,Samsung_Blue,Dade,13,8,5,61.5,5.08,3.54,5.23,2.91,267.54,7.82,13.4,391.0,62.0,30.6,23.2
225,4,Main,Samsung_Blue,Deft,13,8,5,61.5,6.38,2.69,5.08,4.26,257.08,7.51,13.5,396.0,69.0,38.4,23.5
226,4,Main,Samsung_Blue,Heart,13,8,5,61.5,0.69,3.77,12.08,3.39,28.0,0.82,8.9,261.0,76.9,4.2,15.5
227,4,Main,Samsung_Blue,Spirit,13,8,5,61.5,2.77,2.38,7.62,4.35,122.69,3.58,10.7,313.0,62.5,16.7,18.6
228,4,Main,Samsung_White,Dandy,17,15,2,88.2,4.94,1.88,11.06,8.5,108.29,3.71,11.0,375.0,70.8,21.9,19.4
229,4,Main,Samsung_White,imp,17,15,2,88.2,6.18,1.71,7.29,7.9,217.65,7.45,12.4,423.0,59.6,27.3,21.9
230,4,Main,Samsung_White,Looper,17,15,2,88.2,4.18,1.24,10.82,12.14,203.71,6.97,11.7,402.0,66.4,18.5,20.7
231,4,Main,Samsung_White,Mata,17,15,2,88.2,1.06,1.59,14.88,10.04,20.12,0.69,8.6,294.0,70.6,4.7,15.2
232,4,Main,Samsung_White,PawN,17,15,2,88.2,6.24,1.47,8.29,9.88,245.41,8.4,12.9,443.0,64.3,27.6,22.9
233,4,Main,SK_Gaming,CandyPanda,6,2,4,33.3,3.17,2.67,4.17,2.75,331.5,8.46,14.7,375.0,62.0,26.8,24.2
234,4,Main,SK_Gaming,fredy122,6,2,4,33.3,2.83,4.83,4.17,1.45,259.33,6.62,12.8,326.0,59.2,23.9,21.0
235,4,Main,SK_Gaming,Jesiz,6,2,4,33.3,2.17,3.67,4.33,1.77,281.67,7.19,13.0,331.0,54.9,18.3,21.4
236,4,Main,SK_Gaming,nRated,6,2,4,33.3,0.5,3.67,6.17,1.82,20.0,0.51,8.4,216.0,56.3,4.2,13.9
237,4,Main,SK_Gaming,Svenskeren,3,2,1,66.7,5.0,3.0,5.0,3.33,195.33,4.36,14.7,327.0,69.8,34.9,20.5
238,4,Main,SK_Gaming,Gilius,3,0,3,0.0,1.33,5.33,5.33,1.25,107.33,3.19,9.0,268.0,71.4,14.3,18.0
239,4,Main,Royal_Club,Cola,20,12,8,60.0,3.05,3.0,6.75,3.27,206.7,5.84,11.7,330.0,63.0,19.6,19.9
240,4,Main,Royal_Club,corn,20,12,8,60.0,3.4,2.95,7.75,3.78,264.6,7.48,12.9,366.0,71.7,21.9,22.0
241,4,Main,Royal_Club,inSec,20,12,8,60.0,2.95,3.55,6.7,2.72,111.75,3.16,10.4,293.0,62.1,19.0,17.7
242,4,Main,Royal_Club,Uzi,20,12,8,60.0,5.6,2.45,5.25,4.43,310.85,8.79,14.7,416.0,69.8,36.0,25.1
243,4,Main,Royal_Club,Zero,20,12,8,60.0,0.55,3.0,11.2,3.92,21.85,0.62,9.0,255.0,75.6,3.5,15.3
244,4,Main,Taipei_Assassins,Achie,6,1,5,16.7,1.17,3.0,4.33,1.83,272.67,6.61,12.3,297.0,55.9,11.9,20.7
245,4,Main,Taipei_Assassins,BeBe,6,1,5,16.7,2.5,3.33,3.83,1.9,340.0,8.25,14.3,347.0,64.4,25.4,24.2
246,4,Main,Taipei_Assassins,Jay,6,1,5,16.7,0.67,3.0,5.0,1.89,29.17,0.71,8.5,205.0,57.6,6.8,14.3
247,4,Main,Taipei_Assassins,Morning,6,1,5,16.7,2.5,3.67,3.83,1.73,334.33,8.11,13.7,332.0,64.4,25.4,23.1
248,4,Main,Taipei_Assassins,Winds,6,1,5,16.7,3.0,2.5,4.17,2.87,127.5,3.09,10.5,255.0,72.9,30.5,17.7
249,4,Main,TSM,Amazing,10,5,5,50.0,2.4,3.9,7.7,2.59,119.1,3.47,10.5,305.0,78.3,18.6,18.5
250,4,Main,TSM,Bjergsen,10,5,5,50.0,3.0,2.2,5.7,3.95,293.2,8.55,13.1,382.0,67.4,23.3,23.2
251,4,Main,TSM,Dyrus,10,5,5,50.0,2.2,3.3,6.1,2.52,211.5,6.16,11.3,329.0,64.3,17.1,20.0
252,4,Main,TSM,Lustboy,10,5,5,50.0,0.8,3.1,9.2,3.23,18.1,0.53,8.5,247.0,77.5,6.2,15.0
253,4,Main,TSM,WildTurtle,10,5,5,50.0,4.5,2.1,4.6,4.33,266.8,7.78,13.2,385.0,70.5,34.9,23.4
254,5,Main,Ahq_eSports_Club,Albis,10,4,6,40.0,0.8,3.1,6.7,2.42,30.9,0.86,7.6,212.0,60.0,6.4,13.1
255,5,Main,Ahq_eSports_Club,AN,10,4,6,40.0,4.4,1.6,3.9,5.19,329.3,9.21,14.4,404.0,66.4,35.2,25.0
256,5,Main,Ahq_eSports_Club,Mountain,10,4,6,40.0,1.6,3.1,6.2,2.52,120.9,3.38,10.8,302.0,62.4,12.8,18.7
257,5,Main,Ahq_eSports_Club,Westdoor,10,4,6,40.0,2.8,2.4,4.4,3.0,278.4,7.78,13.0,363.0,57.6,22.4,22.4
258,5,Main,Ahq_eSports_Club,Ziv,10,4,6,40.0,2.9,3.3,5.0,2.39,243.6,6.81,12.0,337.0,63.2,23.2,20.8
259,5,Main,Bangkok_Titans,007x,6,0,6,0.0,1.33,4.17,4.0,1.28,91.17,3.19,7.6,267.0,71.1,17.8,19.2
260,5,Main,Bangkok_Titans,G4,6,0,6,0.0,2.17,5.17,3.5,1.1,192.67,6.75,8.9,312.0,75.6,28.9,22.5
261,5,Main,Bangkok_Titans,Lloyd,6,0,6,0.0,1.67,4.33,3.33,1.15,202.83,7.1,9.1,317.0,66.7,22.2,22.9
262,5,Main,Bangkok_Titans,Moss,6,0,6,0.0,0.33,3.0,5.33,1.89,36.5,1.28,5.8,203.0,75.6,4.4,14.6
263,5,Main,Bangkok_Titans,WarL0cK,6,0,6,0.0,2.0,3.33,3.0,1.5,169.0,5.92,8.2,288.0,66.7,26.7,20.8
264,5,Main,Cloud9,Balls,7,3,4,42.9,2.86,4.14,3.86,1.62,197.86,5.96,10.8,324.0,56.6,24.1,20.1
265,5,Main,Cloud9,Hai,7,3,4,42.9,2.14,3.86,5.71,2.04,99.71,3.01,10.0,300.0,66.3,18.1,18.6
266,5,Main,Cloud9,Incarnati0n,7,3,4,42.9,3.71,3.0,4.71,2.81,296.43,8.94,12.8,386.0,71.1,31.3,24.0
267,5,Main,Cloud9,LemonNation,7,3,4,42.9,0.29,4.14,7.71,1.93,28.57,0.86,7.6,230.0,67.5,2.4,14.3
268,5,Main,Cloud9,Sneaky,7,3,4,42.9,2.86,2.71,4.86,2.84,261.0,7.87,12.2,369.0,65.1,24.1,22.9
269,5,Main,Counter_Logic_Gaming,aphromoo,6,2,4,33.3,1.17,4.5,7.17,1.85,27.5,0.84,7.2,219.0,75.8,10.6,14.0
270,5,Main,Counter_Logic_Gaming,ZionSpartan,6,2,4,33.3,2.33,4.17,4.17,1.56,205.0,6.26,10.0,306.0,59.1,21.2,19.7
271,5,Main,Counter_Logic_Gaming,Doublelift,6,2,4,33.3,3.83,3.17,4.67,2.68,286.83,8.76,12.9,395.0,77.3,34.8,25.3
272,5,Main,Counter_Logic_Gaming,Pobelter,6,2,4,33.3,2.33,3.33,6.33,2.6,258.17,7.89,11.4,349.0,78.8,21.2,22.4
273,5,Main,Counter_Logic_Gaming,Xmithie,6,2,4,33.3,1.33,3.17,6.83,2.58,104.33,3.19,9.5,291.0,74.2,12.1,18.7
274,5,Main,EDward_Gaming,Clearlove,9,4,5,44.4,1.89,2.33,8.0,4.24,103.44,3.23,9.9,309.0,81.7,15.6,18.7
275,5,Main,EDward_Gaming,Deft,9,4,5,44.4,3.44,1.78,5.22,4.88,284.56,8.88,12.6,394.0,71.6,28.4,23.8
276,5,Main,EDward_Gaming,Meiko,9,4,5,44.4,0.78,2.22,8.67,4.25,25.11,0.78,7.4,230.0,78.0,6.4,13.9
277,5,Main,EDward_Gaming,PawN,9,4,5,44.4,2.89,2.33,6.67,4.1,264.44,8.25,12.2,380.0,78.9,23.9,23.0
278,5,Main,EDward_Gaming,AmazingJ,6,4,2,66.7,2.33,2.33,4.33,2.86,215.83,6.97,10.6,341.0,50.6,17.7,20.1
279,5,Main,EDward_Gaming,Koro1,3,0,3,0.0,4.67,4.67,2.33,1.5,226.0,6.6,11.5,336.0,70.0,46.7,21.3
280,5,Main,Flash_Wolves,Karsa,10,5,5,50.0,2.4,2.4,7.9,4.29,141.6,3.39,12.7,305.0,73.6,17.1,18.8
281,5,Main,Flash_Wolves,Maple,10,5,5,50.0,4.7,1.6,6.0,6.69,350.1,8.39,16.1,384.0,76.4,33.6,23.7
282,5,Main,Flash_Wolves,Steak,10,5,5,50.0,1.8,2.2,7.8,4.36,257.7,6.17,13.3,318.0,68.6,12.9,19.6
283,5,Main,Flash_Wolves,SwordArt,10,5,5,50.0,0.5,2.3,10.0,4.57,25.3,0.61,9.4,224.0,75.0,3.6,13.8
284,5,Main,Flash_Wolves,NL,9,5,4,55.6,5.0,2.44,6.22,4.59,348.11,8.34,16.5,395.0,77.7,34.6,24.3
285,5,Main,Flash_Wolves,Kkramer,1,0,1,0.0,1.0,3.0,6.0,2.33,393.0,9.38,16.1,384.0,70.0,10.0,23.8
286,5,Main,Fnatic,Febiven,12,7,5,58.3,4.25,1.92,5.92,5.3,338.67,9.43,14.8,411.0,64.9,27.1,23.0
287,5,Main,Fnatic,Huni,12,7,5,58.3,3.92,3.92,6.92,2.77,282.5,7.87,14.1,392.0,69.1,25.0,21.9
288,5,Main,Fnatic,Reignover,12,7,5,58.3,2.58,3.08,7.67,3.32,117.75,3.28,11.5,320.0,65.4,16.5,17.9
289,5,Main,Fnatic,Rekkles,12,7,5,58.3,4.25,2.67,6.67,4.09,332.5,9.26,15.2,423.0,69.7,27.1,23.6
290,5,Main,Fnatic,YellOwStaR,12,7,5,58.3,0.67,3.08,9.58,3.32,48.92,1.36,8.7,241.0,65.4,4.3,13.5
291,5,Main,H2k_2d-Gaming,Hjarnan,6,2,4,33.3,4.17,2.17,4.0,3.77,250.83,7.91,12.0,378.0,75.4,38.5,23.7
292,5,Main,H2k_2d-Gaming,kaSing,6,2,4,33.3,1.33,3.0,7.67,3.0,29.5,0.93,7.8,244.0,83.1,12.3,15.3
293,5,Main,H2k_2d-Gaming,loulex,6,2,4,33.3,0.83,3.0,5.83,2.22,88.83,2.8,8.5,269.0,61.5,7.7,16.8
294,5,Main,H2k_2d-Gaming,Odoamne,6,2,4,33.3,2.83,1.83,3.0,3.18,251.67,7.94,11.2,353.0,53.8,26.2,22.0
295,5,Main,H2k_2d-Gaming,Ryu,6,2,4,33.3,1.67,3.5,4.67,1.81,259.0,8.17,11.3,357.0,58.5,15.4,22.3
296,5,Main,Invictus_Gaming,KAKAO,6,2,4,33.3,1.67,2.5,7.33,3.6,115.17,3.19,10.4,289.0,77.1,14.3,18.6
297,5,Main,Invictus_Gaming,Kitties,6,2,4,33.3,1.17,3.33,6.67,2.35,24.17,0.67,7.7,214.0,67.1,10.0,13.7
298,5,Main,Invictus_Gaming,Rookie,6,2,4,33.3,3.67,2.17,4.83,3.92,325.17,9.0,13.5,374.0,72.9,31.4,24.0
299,5,Main,Invictus_Gaming,Zz1tai,6,2,4,33.3,2.0,2.83,6.67,3.06,248.5,6.88,11.7,322.0,74.3,17.1,20.7
300,5,Main,Invictus_Gaming,Kid,5,1,4,20.0,1.8,2.6,3.8,2.15,267.6,7.87,11.3,333.0,68.3,22.0,22.6
301,5,Main,Invictus_Gaming,Time,1,1,0,100.0,10.0,1.0,12.0,22.0,405.0,8.66,20.9,447.0,75.9,34.5,23.9
302,5,Main,ROX_Tigers,GorillA,17,11,6,64.7,0.53,3.29,11.35,3.61,37.94,1.07,8.4,237.0,73.2,3.3,14.0
303,5,Main,ROX_Tigers,Hojin,17,11,6,64.7,2.24,1.65,8.65,6.61,97.47,2.74,10.3,289.0,67.0,13.8,17.1
304,5,Main,ROX_Tigers,Kuro,17,11,6,64.7,4.88,1.88,7.24,6.44,288.0,8.09,13.8,387.0,74.6,30.1,22.8
305,5,Main,ROX_Tigers,PraY,17,11,6,64.7,3.82,2.12,7.0,5.11,301.76,8.48,14.1,397.0,66.7,23.6,23.5
306,5,Main,ROX_Tigers,Smeb,17,11,6,64.7,4.76,2.53,5.71,4.14,277.24,7.79,13.7,384.0,64.5,29.3,22.7
307,5,Main,KT_Rolster,Arrow,10,6,4,60.0,5.0,1.2,5.7,8.92,336.7,8.74,15.3,396.0,74.3,34.7,23.7
308,5,Main,KT_Rolster,Nagne,10,6,4,60.0,3.3,2.0,5.6,4.45,339.5,8.81,14.5,377.0,61.8,22.9,22.5
309,5,Main,KT_Rolster,Piccaboo,10,6,4,60.0,0.4,2.2,10.6,5.0,54.4,1.41,9.1,235.0,76.4,2.8,14.1
310,5,Main,KT_Rolster,Score,10,6,4,60.0,1.3,2.0,8.1,4.7,129.2,3.35,11.5,299.0,65.3,9.0,17.8
311,5,Main,KT_Rolster,Ssumday,10,6,4,60.0,4.4,2.6,5.3,3.73,303.9,7.88,14.1,366.0,67.4,30.6,21.9
312,5,Main,LGD_Gaming,GODV,6,2,4,33.3,3.5,3.17,6.17,3.05,324.67,8.62,14.4,382.0,71.6,25.9,23.7
313,5,Main,LGD_Gaming,imp,6,2,4,33.3,5.83,3.5,4.0,2.81,336.0,8.92,15.3,406.0,72.8,43.2,25.2
314,5,Main,LGD_Gaming,Pyl,6,2,4,33.3,0.17,3.5,9.33,2.71,36.17,0.96,8.6,227.0,70.4,1.2,14.1
315,5,Main,LGD_Gaming,TBQ,6,2,4,33.3,1.5,4.0,6.5,2.0,117.0,3.11,10.7,284.0,59.3,11.1,17.7
316,5,Main,LGD_Gaming,Flame,3,2,1,66.7,3.67,2.0,4.33,4.0,234.33,6.03,12.6,324.0,45.3,20.8,19.3
317,5,Main,LGD_Gaming,Acorn,3,0,3,0.0,1.33,3.33,4.33,1.7,222.0,6.09,10.8,295.0,60.7,14.3,19.2
318,5,Main,Origen,Amazing,13,7,6,53.8,1.54,2.54,5.46,2.76,120.46,2.97,11.3,279.0,64.1,14.1,17.3
319,5,Main,Origen,Mithy,13,7,6,53.8,0.54,3.15,7.69,2.61,26.15,0.65,8.7,215.0,75.4,4.9,13.3
320,5,Main,Origen,Soaz,13,7,6,53.8,2.15,3.23,4.23,1.98,281.69,6.95,13.3,329.0,58.5,19.7,20.3
321,5,Main,Origen,xPeke,13,7,6,53.8,1.92,2.62,4.0,2.26,386.31,9.54,15.7,387.0,54.2,17.6,23.9
322,5,Main,Origen,Niels,13,7,6,53.8,4.77,1.92,4.15,4.64,368.92,9.11,16.5,408.0,81.7,43.7,25.2
323,5,Main,PaiN_Gaming,brTT,6,2,4,33.3,3.83,2.83,4.67,3.0,259.83,7.18,13.2,363.0,78.5,35.4,23.2
324,5,Main,PaiN_Gaming,Dioud,6,2,4,33.3,0.67,3.0,8.5,3.06,39.17,1.08,7.9,218.0,84.6,6.2,13.9
325,5,Main,PaiN_Gaming,Kami,6,2,4,33.3,2.83,2.67,6.33,3.44,299.33,8.27,13.6,375.0,84.6,26.2,23.9
326,5,Main,PaiN_Gaming,Mylon,6,2,4,33.3,2.33,4.17,5.17,1.8,252.17,6.97,12.3,339.0,69.2,21.5,21.7
327,5,Main,PaiN_Gaming,SirT,6,2,4,33.3,1.17,3.83,6.83,2.09,99.67,2.75,9.8,270.0,73.8,10.8,17.2
328,5,Main,SK_Telecom_T1,Bang,16,15,1,93.8,5.19,0.75,6.69,15.83,300.44,8.91,14.6,433.0,69.3,30.3,23.8
329,5,Main,SK_Telecom_T1,Bengi,16,15,1,93.8,2.25,1.94,9.0,5.81,97.88,2.9,10.5,311.0,65.7,13.1,17.1
330,5,Main,SK_Telecom_T1,MaRin,16,15,1,93.8,4.88,2.19,4.75,4.4,295.56,8.77,14.0,416.0,56.2,28.5,22.9
331,5,Main,SK_Telecom_T1,Wolf,16,15,1,93.8,0.44,1.63,11.44,7.31,39.06,1.16,8.5,251.0,69.3,2.6,13.8
332,5,Main,SK_Telecom_T1,Faker,12,11,1,91.7,4.58,1.5,6.42,7.33,278.08,8.29,13.3,396.0,64.4,26.8,21.9
333,5,Main,SK_Telecom_T1,Easyhoon,4,4,0,100.0,3.75,1.0,7.5,11.25,325.0,9.5,14.8,433.0,65.2,21.7,23.4
334,5,Main,TSM,Bjergsen,6,1,5,16.7,3.67,2.67,5.67,3.5,362.33,8.69,15.4,368.0,87.5,34.4,24.8
335,5,Main,TSM,Dyrus,6,1,5,16.7,2.0,3.0,3.5,1.83,247.17,5.93,12.0,288.0,51.6,18.8,19.5
336,5,Main,TSM,Lustboy,6,1,5,16.7,0.67,4.0,8.67,2.33,41.0,0.98,9.1,218.0,87.5,6.3,14.7
337,5,Main,TSM,Santorin,6,1,5,16.7,1.0,3.17,6.0,2.21,107.0,2.57,10.4,251.0,65.6,9.4,16.9
338,5,Main,TSM,WildTurtle,6,1,5,16.7,3.33,4.0,5.17,2.13,323.33,7.75,14.9,357.0,79.7,31.3,24.1
339,6,Main,Ahq_eSports_Club,Albis,6,3,3,50.0,0.67,1.67,6.33,4.2,26.5,0.66,10.3,257.0,65.6,6.3,14.3
340,6,Main,Ahq_eSports_Club,AN,6,3,3,50.0,1.83,1.83,4.0,3.18,369.17,9.21,16.3,407.0,54.7,17.2,22.7
341,6,Main,Ahq_eSports_Club,Mountain,6,3,3,50.0,3.17,2.83,4.67,2.76,176.83,4.41,14.6,363.0,73.4,29.7,20.2
342,6,Main,Ahq_eSports_Club,Ziv,6,3,3,50.0,2.5,2.0,3.5,3.0,332.0,8.28,15.5,387.0,56.3,23.4,21.6
343,6,Main,Ahq_eSports_Club,Westdoor,5,3,2,60.0,2.6,3.2,4.6,2.25,317.6,7.96,15.3,384.0,62.1,22.4,20.9
344,6,Main,Ahq_eSports_Club,Chawy,1,0,1,0.0,2.0,2.0,3.0,2.5,390.0,9.51,15.0,366.0,83.3,33.3,23.1
345,6,Main,Albus_NoX_Luna,Kira,10,4,6,40.0,2.5,4.2,3.7,1.48,284.6,7.83,13.1,360.0,62.0,25.0,21.6
346,6,Main,Albus_NoX_Luna,Likkrit,10,4,6,40.0,1.4,4.0,5.1,1.63,42.6,1.17,9.7,267.0,65.0,14.0,15.9
347,6,Main,Albus_NoX_Luna,aMiracle,10,4,6,40.0,2.6,2.1,3.1,2.71,308.3,8.48,13.7,377.0,57.0,26.0,22.6
348,6,Main,Albus_NoX_Luna,PvPStejos,10,4,6,40.0,1.9,3.4,4.8,1.97,135.2,3.72,11.8,325.0,67.0,19.0,19.5
349,6,Main,Albus_NoX_Luna,Smurf,10,4,6,40.0,1.6,2.9,4.0,1.93,260.7,7.17,12.5,343.0,56.0,16.0,20.5
350,6,Main,Cloud9,Impact,9,3,6,33.3,3.0,3.67,3.56,1.79,354.56,8.19,16.2,374.0,64.1,29.3,21.7
351,6,Main,Cloud9,Jensen,9,3,6,33.3,3.33,2.11,3.67,3.32,416.67,9.63,17.5,404.0,68.5,32.6,23.4
352,6,Main,Cloud9,Meteos,9,3,6,33.3,1.22,2.44,4.78,2.45,184.11,4.25,14.1,327.0,58.7,12.0,19.0
353,6,Main,Cloud9,Smoothie,9,3,6,33.3,0.22,3.67,6.56,1.85,32.78,0.76,10.4,241.0,66.3,2.2,13.9
354,6,Main,Cloud9,Sneaky,9,3,6,33.3,2.44,3.67,4.44,1.88,371.0,8.57,16.4,380.0,67.4,23.9,22.0
355,6,Main,Counter_Logic_Gaming,aphromoo,6,3,3,50.0,0.83,2.83,10.17,3.88,19.67,0.55,9.3,259.0,75.0,5.7,14.4
356,6,Main,Counter_Logic_Gaming,Darshan,6,3,3,50.0,2.67,2.0,5.17,3.92,257.83,7.2,12.8,358.0,53.4,18.2,19.9
357,6,Main,Counter_Logic_Gaming,Huhi,6,3,3,50.0,4.5,2.5,5.0,3.8,304.17,8.5,14.1,393.0,64.8,30.7,21.9
